sequence_id,Label
NC_000013.11_104363905_104364000_+,1
NC_000010.11_122793367_122793438_-,1
NC_000011.10_11674208_11674297_+,1
NC_000023.11_97140170_97140262_-,1
NC_000023.11_81506056_81506133_+,1
NC_000003.12_153203606_153203764_-,1
NC_000023.11_141138905_141139174_+,1
NC_000001.11_157710491_157710556_+,1
NC_000010.11_68316521_68316622_+,1
NC_000001.11_218606556_218606717_-,1
NC_000005.10_21883023_21883253_+,1
NC_000006.12_51373284_51373364_+,1
NC_000013.11_98213227_98213526_-,1
NC_000023.11_53826040_53826309_+,1
NC_000006.12_83393093_83393344_+,1
NC_000009.12_124916243_124916290_+,1
NC_000010.11_1843790_1843921_+,1
NC_000007.14_22106230_22106373_-,1
NC_000020.11_37049408_37049707_+,1
NC_000023.11_131537654_131537755_+,1
NC_000002.12_222984698_222984805_+,1
NC_000019.10_39698208_39698366_-,1
NC_000003.12_154024164_154024298_+,1
NC_000023.11_19566895_19566975_+,1
NC_000020.11_49729492_49729725_-,1
NC_000016.10_9437973_9438194_-,1
NC_000012.12_62755350_62755643_+,1
NC_000005.10_107725944_107726120_+,1
NC_000005.10_138136181_138136303_+,1
NC_000003.12_68093604_68093660_-,1
NC_000006.12_165820585_165820701_+,1
NC_000005.10_107532497_107532631_+,1
NC_000008.11_59129573_59129656_-,1
NC_000013.11_33035030_33035146_-,1
NC_000007.14_158719748_158720023_+,1
NC_000015.10_26854537_26854683_-,1
NC_000004.12_178734921_178735058_+,1
NC_000001.11_89332786_89332824_-,1
NC_000006.12_85427461_85427619_-,1
NC_000008.11_86594159_86594260_+,1
NC_000001.11_160884638_160884814_+,1
NC_000018.10_58631631_58631870_+,1
NC_000002.12_489011_489265_-,1
NC_000004.12_124762891_124762956_+,1
NC_000006.12_127435932_127436057_+,1
NC_000002.12_230573165_230573443_-,1
NC_000011.10_134459214_134459381_-,1
NC_000004.12_175261615_175261746_+,1
NC_000006.12_16107985_16108230_+,1
NC_000007.14_119210946_119211164_-,1
NC_000010.11_91807179_91807439_-,1
NC_000014.9_60397757_60398014_+,1
NC_000023.11_45652136_45652237_+,1
NC_000019.10_6745995_6746126_-,1
NC_000017.11_52671299_52671400_-,1
NC_000001.11_237802650_237802748_-,1
NC_000010.11_44414911_44415153_-,1
NC_000001.11_168055901_168055984_-,1
NC_000009.12_111983134_111983193_+,1
NC_000016.10_33803021_33803311_+,1
NC_000001.11_118615240_118615398_-,1
NC_000011.10_112267808_112268077_-,1
NC_000012.12_131597801_131598007_-,1
NC_000009.12_62266390_62266548_+,1
NC_000011.10_39195787_39195861_-,1
NC_000011.10_106824850_106824957_+,1
NC_000022.11_22117481_22117705_-,1
NC_000001.11_77773910_77774197_-,1
NC_000009.12_109374236_109374361_+,1
NC_000015.10_50936430_50936663_-,1
NC_000001.11_21205550_21205762_+,1
NC_000011.10_81738310_81738495_-,1
NC_000018.10_33780708_33780872_-,1
NC_000001.11_17618478_17618612_-,1
NC_000003.12_132243609_132243785_-,1
NC_000012.12_34166206_34166394_-,1
NC_000013.11_50674446_50674544_+,1
NC_000013.11_96885209_96885301_-,1
NC_000012.12_43112642_43112671_-,1
NC_000005.10_117424834_117424908_-,1
NC_000004.12_35279891_35280040_-,1
NC_000002.12_88364780_88364965_-,1
NC_000016.10_51277330_51277554_-,1
NC_000018.10_4582103_4582165_+,1
NC_000002.12_4514775_4515056_-,1
NC_000010.11_67633489_67633593_+,1
NC_000016.10_11811575_11811631_+,1
NC_000023.11_65752782_65752832_-,1
NC_000011.10_57078852_57078974_+,1
NC_000009.12_72108160_72108312_-,1
NC_000002.12_241641914_241642021_-,1
NC_000006.12_51410081_51410305_-,1
NC_000001.11_227890425_227890484_-,1
NC_000009.12_2946624_2946869_+,1
NC_000001.11_47068314_47068472_-,1
NC_000001.11_228464244_228464417_-,1
NC_000019.10_14792318_14792536_+,1
NC_000003.12_66629561_66629704_+,1
NC_000006.12_160485700_160485762_+,1
NC_000019.10_9518279_9518548_+,1
NC_000020.11_21517583_21517768_+,1
NC_000015.10_69888078_69888206_+,1
NC_000006.12_97878110_97878184_-,1
NC_000009.12_26850348_26850500_+,1
NC_000013.11_68302062_68302190_-,1
NC_000002.12_237991781_237992011_-,1
NC_000015.10_56304651_56304869_-,1
NC_000023.11_88659128_88659244_+,1
NC_000001.11_2028418_2028558_-,1
NC_000011.10_4211187_4211243_-,1
NC_000023.11_119532152_119532211_+,1
NC_000001.11_195151093_195151170_+,1
NC_000002.12_236792758_236792856_+,1
NC_000002.12_97937785_97937928_+,1
NC_000012.12_123383979_123384200_-,1
NC_000006.12_122152486_122152674_+,1
NC_000013.11_48728636_48728929_-,1
NC_000005.10_115512312_115512452_+,1
NC_000023.11_145909144_145909233_-,1
NC_000014.9_76546412_76546537_+,1
NC_000020.11_53338092_53338142_-,1
NC_000001.11_196414863_196414919_+,1
NC_000012.12_21544765_21544863_+,1
NC_000001.11_77774673_77774861_-,1
NC_000012.12_108003964_108004077_+,1
