sequence_id,Label
NC_000004.12_32989956_32990027_+,1
NC_000003.12_163914424_163914483_+,1
NC_000018.10_4459277_4459546_+,1
NC_000009.12_72108160_72108312_-,1
NC_000005.10_117424834_117424908_-,1
NC_000011.10_6488181_6488258_-,1
NC_000008.11_47546983_47547168_-,1
NC_000004.12_120519472_120519558_-,1
NC_000020.11_62538962_62539183_+,1
NC_000014.9_49928371_49928532_+,1
NC_000001.11_160884638_160884814_+,1
NC_000008.11_101028445_101028717_-,1
NC_000023.11_55903949_55904215_-,1
NC_000001.11_2028418_2028558_-,1
NC_000023.11_81506056_81506133_+,1
NC_000016.10_33803021_33803311_+,1
NC_000005.10_147669503_147669583_+,1
NC_000013.11_50674446_50674544_+,1
NC_000004.12_124762891_124762956_+,1
NC_000012.12_13005238_13005486_-,1
NC_000001.11_118615240_118615398_-,1
NC_000001.11_238101294_238101395_+,1
NC_000013.11_68302062_68302190_-,1
NC_000007.14_35169350_35169538_+,1
NC_000001.11_219550854_219551048_+,1
NC_000006.12_159526060_159526356_-,1
NC_000002.12_99936699_99936806_+,1
NC_000019.10_9518279_9518548_+,1
NC_000001.11_222405893_222406120_+,1
NC_000016.10_11811575_11811631_+,1
NC_000010.11_122793367_122793438_-,1
NC_000006.12_37044929_37045189_+,1
NC_000015.10_50936430_50936663_-,1
NC_000020.11_40388466_40388510_+,1
NC_000011.10_57078852_57078974_+,1
NC_000020.11_6652502_6652651_-,1
NC_000018.10_29605263_29605427_-,1
NC_000019.10_43765580_43765771_-,1
NC_000018.10_13871120_13871275_-,1
NC_000002.12_489011_489265_-,1
NC_000009.12_119871372_119871413_+,1
NC_000013.11_72623929_72623988_-,1
NC_000001.11_633373_633438_+,1
NC_000011.10_135016022_135016285_-,1
NC_000023.11_106569607_106569765_-,1
NC_000002.12_230573165_230573443_-,1
NC_000020.11_40404730_40404894_-,1
NC_000001.11_227890425_227890484_-,1
NC_000005.10_107532497_107532631_+,1
NC_000002.12_61820312_61820596_+,1
NC_000006.12_10112717_10112881_+,1
NC_000001.11_28095742_28095972_-,1
NC_000006.12_97878110_97878184_-,1
NC_000011.10_63047389_63047538_+,1
NC_000004.12_112458198_112458278_-,1
NC_000002.12_100509325_100509615_+,1
NC_000004.12_175261615_175261746_+,1
NC_000012.12_29697678_29697812_+,1
NC_000004.12_35279891_35280040_-,1
NC_000009.12_135691111_135691341_-,1
NC_000005.10_115512312_115512452_+,1
NC_000018.10_15010349_15010639_+,1
NC_000018.10_58631631_58631870_+,1
NC_000009.12_2946624_2946869_+,1
NC_000001.11_99160668_99160853_-,1
NC_000019.10_6745995_6746126_-,1
NC_000003.12_68093604_68093660_-,1
NC_000020.11_37049408_37049707_+,1
NC_000006.12_205964_206194_-,1
NC_000008.11_113851611_113851709_+,1
NC_000009.12_130990021_130990302_+,1
NC_000001.11_168055901_168055984_-,1
NC_000013.11_104363905_104364000_+,1
NC_000014.9_60397757_60398014_+,1
NC_000003.12_172426668_172426850_-,1
NC_000019.10_21692104_21692190_-,1
NC_000009.12_109374236_109374361_+,1
NC_000015.10_71827073_71827258_+,1
NC_000017.11_77909751_77909888_-,1
NC_000006.12_104686524_104686586_-,1
NC_000022.11_16914279_16914530_-,1
NC_000001.11_77774673_77774861_-,1
NC_000017.11_51502493_51502675_-,1
NC_000019.10_39698208_39698366_-,1
NC_000016.10_63201743_63201814_+,1
NC_000007.14_119210946_119211164_-,1
NC_000023.11_145909144_145909233_-,1
NC_000005.10_83035077_83035142_-,1
NC_000006.12_100080921_100080983_-,1
NC_000007.14_158719748_158720023_+,1
NC_000015.10_56304651_56304869_-,1
NC_000009.12_62266390_62266548_+,1
NC_000023.11_3157101_3157316_+,1
NC_000011.10_134459214_134459381_-,1
NC_000019.10_14792318_14792536_+,1
NC_000004.12_4759621_4759785_-,1
NC_000014.9_95631907_95632116_-,1
NC_000006.12_122152486_122152674_+,1
NC_000011.10_106824850_106824957_+,1
NC_000005.10_149224280_149224366_-,1
