sequence_id,Label
NC_000022.11_16933566_16933853_-,1
NC_000011.10_81738310_81738495_-,1
NC_000013.11_50674446_50674544_+,1
NC_000007.14_119210946_119211164_-,1
NC_000008.11_86594159_86594260_+,1
NC_000023.11_106569607_106569765_-,1
NC_000002.12_230573165_230573443_-,1
NC_000003.12_70814292_70814357_-,1
NC_000008.11_113851611_113851709_+,1
NC_000010.11_91807179_91807439_-,1
NC_000010.11_68316521_68316622_+,1
NC_000017.11_43476366_43476665_+,1
NC_000001.11_21205550_21205762_+,1
NC_000012.12_122389217_122389279_+,1
NC_000012.12_123383979_123384200_-,1
NC_000001.11_168055901_168055984_-,1
NC_000019.10_9518279_9518548_+,1
NC_000001.11_154657537_154657674_-,1
NC_000023.11_38479720_38479833_+,1
NC_000012.12_108003964_108004077_+,1
NC_000011.10_63047389_63047538_+,1
NC_000023.11_115718942_115719229_-,1
NC_000008.11_101212165_101212269_+,1
NC_000019.10_41506152_41506448_+,1
NC_000001.11_47068314_47068472_-,1
NC_000011.10_106824850_106824957_+,1
NC_000016.10_9437973_9438194_-,1
NC_000006.12_37044929_37045189_+,1
NC_000001.11_146011109_146011291_+,1
NC_000011.10_60198603_60198632_-,1
NC_000008.11_104767848_104768000_+,1
NC_000001.11_237802650_237802748_-,1
NC_000016.10_33803021_33803311_+,1
NC_000023.11_96479759_96479908_+,1
NC_000007.14_115875933_115876043_+,1
NC_000003.12_153203606_153203764_-,1
NC_000022.11_46847081_46847146_-,0
NC_000006.12_91711045_91711134_-,0
NC_000003.12_110240029_110240145_-,0
NC_000006.12_116980742_116980873_-,0
NC_000018.10_31561616_31561744_+,0
NC_000006.12_39032540_39032602_+,0
NC_000015.10_88401099_88401392_-,0
NC_000023.11_35179404_35179457_+,0
NC_000002.12_46713655_46713813_-,0
NC_000003.12_11971763_11971819_-,0
NC_000009.12_20601268_20601414_+,0
NC_000002.12_88647104_88647232_-,0
NC_000015.10_29091347_29091547_-,0
NC_000001.11_161898073_161898120_-,0
NC_000007.14_1636842_1636871_+,0
NC_000006.12_88892666_88892764_+,0
NC_000010.11_86371201_86371356_-,0
NC_000012.12_117925709_117925771_+,0
NC_000011.10_71378150_71378215_+,0
NC_000020.11_18135875_18135964_+,0
NC_000001.11_191137197_191137247_+,0
NC_000008.11_4052313_4052378_+,0
NC_000016.10_74172411_74172494_+,0
NC_000001.11_51317225_51317311_+,0
NC_000010.11_106219186_106219314_+,0
NC_000017.11_14972139_14972198_-,0
NC_000021.9_39542629_39542694_+,0
NC_000008.11_21652626_21652772_+,0
NC_000002.12_79257300_79257518_-,0
NC_000006.12_104144546_104144596_-,0
NC_000006.12_72262550_72262576_-,0
NC_000020.11_49272712_49272771_+,0
NC_000004.12_14293003_14293074_-,0
NC_000002.12_125225730_125225837_-,0
NC_000001.11_175431127_175431204_+,0
NC_000005.10_172869046_172869153_-,0
