sequence_id,Label
NC_000022.11_16933566_16933853_-,1
NC_000011.10_81738310_81738495_-,1
NC_000013.11_50674446_50674544_+,1
NC_000007.14_119210946_119211164_-,1
NC_000008.11_86594159_86594260_+,1
NC_000023.11_106569607_106569765_-,1
NC_000002.12_230573165_230573443_-,1
NC_000003.12_70814292_70814357_-,1
NC_000008.11_113851611_113851709_+,1
NC_000010.11_91807179_91807439_-,1
NC_000010.11_68316521_68316622_+,1
NC_000017.11_43476366_43476665_+,1
NC_000001.11_21205550_21205762_+,1
NC_000012.12_122389217_122389279_+,1
NC_000012.12_123383979_123384200_-,1
NC_000001.11_168055901_168055984_-,1
NC_000019.10_9518279_9518548_+,1
NC_000001.11_154657537_154657674_-,1
NC_000023.11_38479720_38479833_+,1
NC_000012.12_108003964_108004077_+,1
NC_000011.10_63047389_63047538_+,1
NC_000023.11_115718942_115719229_-,1
NC_000008.11_101212165_101212269_+,1
NC_000019.10_41506152_41506448_+,1
NC_000001.11_47068314_47068472_-,1
NC_000011.10_106824850_106824957_+,1
NC_000016.10_9437973_9438194_-,1
NC_000006.12_37044929_37045189_+,1
NC_000001.11_146011109_146011291_+,1
NC_000011.10_60198603_60198632_-,1
NC_000008.11_104767848_104768000_+,1
NC_000001.11_237802650_237802748_-,1
NC_000016.10_33803021_33803311_+,1
NC_000023.11_96479759_96479908_+,1
NC_000007.14_115875933_115876043_+,1
NC_000003.12_153203606_153203764_-,1
NC_000023.11_2708814_2708927_-,0
NC_000017.11_41578114_41578290_+,0
NC_000002.12_131656802_131656831_-,0
NC_000011.10_25282609_25282791_+,0
NC_000020.11_56725857_56725985_+,0
NC_000004.12_186793750_186793797_+,0
NC_000002.12_83013390_83013548_-,0
NC_000001.11_187884288_187884320_+,0
NC_000012.12_123248357_123248479_-,0
NC_000004.12_10160464_10160622_-,0
NC_000002.12_216100878_216100946_-,0
NC_000003.12_107187655_107187699_+,0
NC_000013.11_30833197_30833307_-,0
NC_000012.12_70903117_70903176_+,0
NC_000002.12_3052631_3052711_+,0
NC_000003.12_23801982_23802047_-,0
NC_000011.10_45795965_45796000_+,0
NC_000020.11_14977735_14977821_-,0
NC_000001.11_194715381_194715431_+,0
NC_000015.10_57029873_57029986_-,0
NC_000012.12_13066393_13066458_-,0
NC_000009.12_131054946_131055023_-,0
NC_000002.12_136021806_136021880_-,0
NC_000017.11_80421546_80421656_-,0
NC_000023.11_148528384_148528566_-,0
NC_000010.11_26947203_26947286_+,0
NC_000016.10_410947_411192_-,0
NC_000009.12_36647309_36647461_-,0
NC_000020.11_31724077_31724109_-,0
NC_000008.11_78335622_78335660_+,0
NC_000012.12_106112573_106112773_+,0
NC_000007.14_47694349_47694474_+,0
NC_000019.10_45975889_45976023_-,0
NC_000012.12_15186697_15186765_+,0
NC_000004.12_46239367_46239423_+,0
NC_000012.12_49130112_49130246_+,0
