sequence_id,Label
NC_000022.11_16933566_16933853_-,1
NC_000011.10_81738310_81738495_-,1
NC_000013.11_50674446_50674544_+,1
NC_000007.14_119210946_119211164_-,1
NC_000008.11_86594159_86594260_+,1
NC_000023.11_106569607_106569765_-,1
NC_000002.12_230573165_230573443_-,1
NC_000003.12_70814292_70814357_-,1
NC_000008.11_113851611_113851709_+,1
NC_000010.11_91807179_91807439_-,1
NC_000010.11_68316521_68316622_+,1
NC_000017.11_43476366_43476665_+,1
NC_000001.11_21205550_21205762_+,1
NC_000012.12_122389217_122389279_+,1
NC_000012.12_123383979_123384200_-,1
NC_000001.11_168055901_168055984_-,1
NC_000019.10_9518279_9518548_+,1
NC_000001.11_154657537_154657674_-,1
NC_000023.11_38479720_38479833_+,1
NC_000012.12_108003964_108004077_+,1
NC_000011.10_63047389_63047538_+,1
NC_000023.11_115718942_115719229_-,1
NC_000008.11_101212165_101212269_+,1
NC_000019.10_41506152_41506448_+,1
NC_000001.11_47068314_47068472_-,1
NC_000011.10_106824850_106824957_+,1
NC_000016.10_9437973_9438194_-,1
NC_000006.12_37044929_37045189_+,1
NC_000001.11_146011109_146011291_+,1
NC_000011.10_60198603_60198632_-,1
NC_000008.11_104767848_104768000_+,1
NC_000001.11_237802650_237802748_-,1
NC_000016.10_33803021_33803311_+,1
NC_000023.11_96479759_96479908_+,1
NC_000007.14_115875933_115876043_+,1
NC_000003.12_153203606_153203764_-,1
NC_000007.14_158784815_158784892_+,0
NC_000011.10_98868795_98868857_-,0
NC_000011.10_61671093_61671239_-,0
NC_000003.12_34105063_34105323_+,0
NC_000005.10_83940243_83940314_-,0
NC_000009.12_109353226_109353321_-,0
NC_000018.10_68160547_68160735_-,0
NC_000002.12_192831164_192831226_+,0
NC_000001.11_246852546_246852695_+,0
NC_000012.12_102234615_102234653_+,0
NC_000017.11_35851607_35851720_-,0
NC_000004.12_119935370_119935438_+,0
NC_000017.11_2380139_2380261_-,0
NC_000013.11_43291755_43291907_+,0
NC_000015.10_49020965_49021048_+,0
NC_000017.11_54931360_54931389_-,0
NC_000015.10_50927876_50928016_-,0
NC_000018.10_13398858_13398938_-,0
NC_000008.11_136202062_136202139_+,0
NC_000010.11_62941398_62941469_+,0
NC_000004.12_119762540_119762788_+,0
NC_000023.11_2675468_2675554_-,0
NC_000020.11_45806940_45807128_-,0
NC_000002.12_155939623_155939754_+,0
NC_000023.11_17207245_17207310_-,0
NC_000001.11_179778476_179778631_-,0
NC_000004.12_84407982_84408065_+,0
NC_000005.10_53530987_53531106_+,0
NC_000008.11_74917777_74918016_+,0
NC_000008.11_95548631_95548714_-,0
NC_000004.12_108907920_108907994_+,0
NC_000023.11_32020249_32020365_+,0
NC_000011.10_95514546_95514596_+,0
NC_000004.12_154395319_154395414_+,0
NC_000008.11_109238222_109238311_-,0
NC_000004.12_60651532_60651594_-,0
